customer_id,profile,label,theft_type,mean_consumption,std_consumption,min_consumption,max_consumption,median_consumption,skewness,kurtosis,mean_daily_total,std_daily_total,cv_daily,night_day_ratio,weekend_weekday_ratio,peak_hour,zero_measurement_pct,zero_day_pct,sudden_change_ratio,trend_slope,q25,q75,iqr,risk_score,theft_probability,risk_category
0,residential,0,none,2.9675906639529286,1.744563272824632,0.4859205747861134,7.916640699186356,2.463139703030717,0.823985368713448,-0.3773911143080819,284.88870373948106,46.77369467788156,0.1641823417346579,0.1129687380088255,1.060656289149139,20,0.0,0.0,0.0471092077087794,-0.6862381915659722,1.5446864002134748,4.184397324570945,2.63971092435747,0,0.017425063187740873,Dusuk
1,residential,0,none,1.7309897657081863,1.0177233899588,0.2752767134810263,4.62021923225495,1.4356044898614266,0.8190955111939474,-0.379561727389881,166.1750175079859,27.198370093769288,0.1636730378487197,0.1125494143772734,1.0603209131469966,20,0.0,0.0,0.0453151224029168,-0.4005235587608199,0.9010923602306106,2.4409435935898918,1.5398512333592809,0,0.018667040946110824,Dusuk
2,industrial,0,none,39.300495004018266,6.891917093339631,21.240456881410537,55.888308469558496,39.41874174684827,-0.1547671450648864,-0.7482117852305392,3772.847520385754,526.9581522408802,0.1396712030512514,0.3331091250827034,1.001338315976788,18,0.0,0.0,0.0085653104925053,-9.110945019921816,34.28192261493133,44.72935391371029,10.44743129877896,0,0.017979257018008284,Dusuk
3,commercial,0,none,3.264967998190728,3.2686173148741107,0.0,11.03484350637724,1.6585706408965095,1.0136310566660942,-0.6309748174981311,313.43692782630984,131.22782337168562,0.4186737786867645,0.0941321782218066,0.7632621625797857,14,0.0107638888888888,0.0,0.0317147983100873,-0.7282314439063828,1.0036670983167524,6.371578753046624,5.367911654729872,0,0.01783193020519322,Dusuk
4,residential,0,none,1.5677093433728055,0.9195665286618476,0.2789663602363658,4.200081699545475,1.3065954797671124,0.8167008074920219,-0.3778662378693465,150.50009696378936,24.790775161023763,0.1647226513233797,0.1125226431688532,1.05920479919432,20,0.0,0.0,0.0475143237455871,-0.3678263350415856,0.819783031406474,2.207620384973165,1.3878373535666908,0,0.021035882618047213,Dusuk
5,residential,0,none,1.500128426794254,0.8805358405153315,0.2767437826814106,4.002457723697506,1.2429314444784718,0.8258814086398428,-0.3719594557837129,144.0123289722484,23.64206404146891,0.1641669435250773,0.1132930745097323,1.061267463232186,20,0.0,0.0,0.0473407025869552,-0.350807835130649,0.7853938167808949,2.112414134612944,1.3270203178320492,0,0.01974237099838488,Dusuk
6,residential,0,none,1.5484929313564606,0.910838267981652,0.1784799641929703,4.191670232849977,1.2903773809831358,0.8159125138828462,-0.3741513634602196,148.6553214102202,24.34661528751737,0.163778967969488,0.1126136566704722,1.0602912760681638,20,0.0,0.0,0.0442733954511256,-0.3598481191061681,0.8145449207127723,2.180309248301696,1.3657643275889235,0,0.017928265349148254,Dusuk
7,residential,0,none,0.5066305891677167,0.2972990479700864,0.0710458706989801,1.3666169850309355,0.4204638726686285,0.818068002645259,-0.3784906362615228,48.63653656010081,7.987494849082194,0.1642282787752302,0.1130212305183567,1.0588036750942045,20,0.0,0.0,0.045025753805197,-0.1170006086645685,0.2652501604668563,0.7134380073404543,0.448187846873598,0,0.02419855454118074,Dusuk
8,industrial,0,none,47.16282751412804,8.268918733956095,26.333137839020957,65.58902206720705,47.333458500304886,-0.1658396773353557,-0.7322398338370477,4527.63144135629,634.0968988545055,0.1400504672095187,0.3341912557184118,1.0010599398702664,20,0.0,0.0,0.0062503617107471,-10.973929336039538,41.1841584934942,53.61089092604365,12.426732432549455,0,0.018634236180842572,Dusuk
9,residential,0,none,2.2052143658994376,1.2941508009800229,0.3477650348521545,5.885278070146965,1.8349312829472255,0.8230981860231571,-0.3718987762301844,211.70057912634604,34.83886224756794,0.1645666829385899,0.1130002202207876,1.0570223580880622,20,0.0,0.0,0.0460096070374443,-0.5131635041465884,1.1480335024260837,3.104236576626606,1.9562030742005223,0,0.0186862182052591,Dusuk
10,commercial,0,none,6.274751987901255,6.295181331317985,0.0,21.052923884264978,3.1531522069842346,1.0155985288058422,-0.637660595836925,602.3761908385205,253.0161589231317,0.4200301445362535,0.0930601474621739,0.7620117702014721,17,0.0041087962962962,0.0,0.0331616412986862,-1.4140984998319062,1.9458759477814271,12.267549548906793,10.321673601125363,0,0.01932745988761283,Dusuk
11,residential,1,constant_reduction,0.222438942022205,0.1308418047242384,0.0273065668711961,0.6023461815006186,0.1854663529876924,0.8162716288157366,-0.3813609673549711,21.35413843413168,3.5351332756462925,0.1655479157355254,0.1134698410762297,1.0614044352471783,20,0.0,0.0,0.0425371838648069,-0.0516428031004866,0.1162374626034058,0.3130893928836775,0.1968519302802716,100,0.9912054514434168,Kritik
12,residential,0,none,1.2723628072263642,0.7473688185820682,0.2098537558063485,3.4097005561121,1.0537451317084932,0.8242427757435763,-0.3716462868694501,122.14682949373096,20.08621784979843,0.1644432177945815,0.1131796244464465,1.063065854624696,20,0.0,0.0,0.0461253544765322,-0.2937352572999466,0.6690056831311532,1.7964530803574557,1.1274473972263026,0,0.02077379357384898,Dusuk
13,commercial,0,none,6.21956330878098,6.238004194067173,0.0,20.682954567751832,3.13030970117868,1.0186822894546084,-0.6280311274343942,597.078077642974,251.8993270023668,0.4218867448205066,0.0935299280793251,0.7597909458452823,15,0.0047453703703703,0.0,0.033451009896406,-1.4214607439572269,1.9430550676171432,12.127196288507813,10.184141220890668,0,0.01830638373265888,Dusuk
