customer_id,profile,label,theft_type,mean_consumption,std_consumption,min_consumption,max_consumption,median_consumption,skewness,kurtosis,mean_daily_total,std_daily_total,cv_daily,night_day_ratio,weekend_weekday_ratio,peak_hour,zero_measurement_pct,zero_day_pct,sudden_change_ratio,trend_slope,q25,q75,iqr,drop_edge_count,rise_edge_count,v_shape_score,max_low_block_days,n_low_blocks,avg_low_block_days,holiday_consumption_ratio,neighbor_correlation,neighbor_deviation_score,near_zero_day_ratio,standby_day_ratio,avg_min_in_low_period,post_low_surge_count,weekday_pattern_cv,has_vacation,vacation_type
0,residential,0,none,2.9675906639529286,1.744563272824632,0.4859205747861134,7.916640699186356,2.463139703030717,0.823985368713448,-0.3773911143080819,284.88870373948106,46.77369467788156,0.16418234173465798,0.11296873800882558,1.0606562891491387,20,0.0,0.0,0.047109207708779445,-0.6862381915659722,1.5446864002134748,4.184397324570945,2.63971092435747,0,0,0.0,0,0,0.0,1.0944794862270493,0.3894564459916727,2.81664864228787,0.0,0.0,0.0,0,0.1608874920270747,0,none
1,residential,0,none,1.7309897657081865,1.0177233899588,0.27527671348102634,4.62021923225495,1.4356044898614266,0.8190955111939474,-0.37956172738988103,166.1750175079859,27.198370093769288,0.16367303784871978,0.11254941437727344,1.0603209131469966,20,0.0,0.0,0.04531512240291684,-0.4005235587608199,0.9010923602306106,2.4409435935898913,1.5398512333592809,0,0,0.0,0,0,0.0,1.0878842041915313,0.3917818683810717,3.5754187630310583,0.0,0.0,0.0,0,0.16120279940961496,0,none
2,industrial,0,none,39.300495004018266,6.8919170933396305,21.240456881410537,55.888308469558496,39.41874174684827,-0.15476714506488645,-0.7482117852305392,3772.847520385754,526.9581522408802,0.1396712030512514,0.33310912508270346,1.0013383159767881,18,0.0,0.0,0.008565310492505354,-9.110945019921816,34.28192261493133,44.72935391371029,10.447431298778959,0,0,0.0,0,0,0.0,1.0947155922927554,0.5607642920042745,19.476980815844644,0.0,0.0,0.0,0,0.1405706481006342,0,none
3,commercial,0,none,3.264967998190728,3.2686173148741107,0.0,11.034843506377241,1.6585706408965097,1.0136310566660942,-0.6309748174981311,313.43692782630984,131.22782337168562,0.41867377868676453,0.09413217822180665,0.7632621625797857,14,0.010763888888888889,0.0,0.03171479831008739,-0.7282314439063828,1.0036670983167524,6.371578753046624,5.3679116547298715,25,26,4.166666666666667,2,4,2.0,1.096897322439683,0.6748914067206855,2.649677091110995,0.2777777777777778,0.022222222222222223,0.0,0,0.35564663690138804,0,none
4,residential,0,none,1.5677093433728055,0.9195665286618477,0.2789663602363658,4.200081699545475,1.3065954797671124,0.8167008074920219,-0.3778662378693465,150.50009696378936,24.790775161023763,0.1647226513233797,0.1125226431688532,1.05920479919432,20,0.0,0.0,0.04751432374558713,-0.3678263350415856,0.819783031406474,2.207620384973165,1.3878373535666908,0,0,0.0,0,0,0.0,1.091076927520299,0.39374417989421423,3.675606548715406,0.0,0.0,0.0,0,0.16183585761236705,0,none
5,residential,0,none,1.500128426794254,0.8805358405153315,0.2767437826814106,4.002457723697506,1.2429314444784718,0.8258814086398428,-0.3719594557837129,144.0123289722484,23.64206404146891,0.16416694352507735,0.11329307450973237,1.061267463232186,20,0.0,0.0,0.04734070258695526,-0.350807835130649,0.7853938167808949,2.112414134612944,1.3270203178320492,0,0,0.0,0,0,0.0,1.0865780117319892,0.3923362016730296,3.717073751517076,0.0,0.0,0.0,0,0.161126363552878,0,none
6,residential,0,none,1.5197845516798887,0.9188993866935125,0.03569743166633381,4.191670232849977,1.2728318713198297,0.7881443786472223,-0.3601371593213907,145.89931696126934,29.825449930145776,0.20442487563967426,0.11287552339896624,1.0254236130948569,20,0.0,0.0,0.04519937496382893,-0.3604130487878008,0.7866693269235214,2.14711803218849,1.3604487052649685,1,1,0.16666666666666666,3,1,3.0,0.8983174190560738,0.3756102738045151,3.7050128834763156,0.0,0.027777777777777776,0.05580053794507291,0,0.17906285674999492,1,short_vacation
7,residential,0,none,0.5066305891677167,0.29729904797008644,0.07104587069898015,1.3666169850309355,0.42046387266862856,0.818068002645259,-0.3784906362615228,48.63653656010081,7.987494849082194,0.16422827877523027,0.1130212305183567,1.0588036750942045,20,0.0,0.0,0.04502575380519706,-0.11700060866456853,0.2652501604668563,0.7134380073404543,0.448187846873598,0,0,0.0,0,0,0.0,1.0912359143006973,0.3913909613850961,4.326677444417507,0.0,0.9722222222222222,0.0,0,0.1613503300944893,0,none
8,industrial,0,none,47.16282751412804,8.268918733956095,26.333137839020953,65.58902206720705,47.333458500304886,-0.1658396773353557,-0.7322398338370477,4527.63144135629,634.0968988545055,0.1400504672095187,0.3341912557184118,1.0010599398702664,20,0.0,0.0,0.00625036171074715,-10.973929336039538,41.184158493494195,53.61089092604365,12.426732432549457,0,0,0.0,0,0,0.0,1.090798762888687,0.5659660490837085,24.301255969200053,0.0,0.0,0.0,0,0.14038513450719442,0,none
9,residential,0,none,2.2052143658994376,1.2941508009800229,0.3477650348521545,5.885278070146965,1.8349312829472257,0.8230981860231571,-0.3718987762301844,211.70057912634604,34.83886224756794,0.16456668293858992,0.11300022022078761,1.0570223580880622,20,0.0,0.0,0.0460096070374443,-0.5131635041465884,1.1480335024260835,3.104236576626606,1.9562030742005223,0,0,0.0,0,0,0.0,1.0911717104737286,0.39219231694580603,3.2844376893012455,0.0,0.0,0.0,0,0.16088420771890471,0,none
10,commercial,0,none,6.274751987901255,6.295181331317985,0.0,21.052923884264978,3.1531522069842346,1.0155985288058422,-0.637660595836925,602.3761908385205,253.01615892313174,0.4200301445362535,0.09306014746217396,0.7620117702014721,17,0.004108796296296296,0.0,0.03316164129868627,-1.4140984998319062,1.9458759477814271,12.267549548906791,10.321673601125363,25,26,4.166666666666667,2,4,2.0,1.0972898549355572,0.6767195922785718,3.1516862820083915,0.19444444444444445,0.07777777777777778,0.0,0,0.3555910153557719,0,none
11,residential,1,constant_reduction,0.22243894202220502,0.13084180472423848,0.027306566871196196,0.6023461815006186,0.18546635298769243,0.8162716288157366,-0.38136096735497116,21.35413843413168,3.5351332756462925,0.16554791573552544,0.11346984107622975,1.0614044352471785,20,0.0,0.0,0.04253718386480699,-0.051642803100486606,0.11623746260340588,0.3130893928836775,0.1968519302802716,0,0,0.0,0,0,0.0,1.0893742296737206,0.39086053341228477,4.501055556810021,0.0,1.0,0.0,0,0.16296396987143089,0,none
12,residential,0,none,1.2723628072263642,0.7473688185820682,0.20985375580634857,3.4097005561121,1.0537451317084932,0.8242427757435763,-0.3716462868694501,122.14682949373095,20.08621784979843,0.16444321779458154,0.11317962444644653,1.063065854624696,20,0.0,0.0,0.04612535447653221,-0.29373525729994665,0.6690056831311532,1.7964530803574557,1.1274473972263026,0,0,0.0,0,0,0.0,1.0903789598529887,0.38976681170697947,3.856829227116344,0.0,0.0,0.0,0,0.16134513441437415,0,none
13,commercial,0,none,6.21956330878098,6.238004194067173,0.0,20.682954567751832,3.13030970117868,1.0186822894546084,-0.6280311274343942,597.078077642974,251.89932700236676,0.42188674482050664,0.09352992807932517,0.7597909458452823,15,0.00474537037037037,0.0,0.03345100989640604,-1.4214607439572269,1.9430550676171432,12.127196288507811,10.184141220890668,25,26,4.166666666666667,2,4,2.0,1.0984088750632273,0.6777334407744467,3.1351756801934294,0.20555555555555555,0.06666666666666667,0.0,0,0.35743101734999316,0,none
14,residential,0,none,0.6169707096460931,0.3633530432325,0.07811637787010745,1.6578300815889522,0.510884950411944,0.8172594053162664,-0.3749798861963538,59.22918812602495,9.700921748729426,0.1637861650965419,0.11223845048973984,1.0597854983740407,20,0.0,0.0,0.044331269170669596,-0.142394020707973,0.3220730130561451,0.8687810221676888,0.5467080091115437,0,0,0.0,0,0,0.0,1.0914119703271943,0.38975063117900544,4.258973477311359,0.0,0.8055555555555556,0.0,0,0.16030962517627073,0,none
15,residential,0,none,1.1195493069089681,0.657211154179446,0.15977333209286027,2.9791910868136213,0.9289139139954592,0.8211650661350094,-0.3763848067956572,107.47673346326094,17.74471002391131,0.16510280213227943,0.11324637111322133,1.0585781939237018,20,0.0,0.0,0.047745818623762946,-0.2638121067569895,0.5864107068426135,1.5762747589487804,0.9898640521061669,0,0,0.0,0,0,0.0,1.0896610180044772,0.39438994819916623,3.9505945787763683,0.0,0.027777777777777776,0.0,0,0.16244699073861274,0,none
16,commercial,1,peak_clipping,0.8077601098981486,0.33885757348294565,0.0,1.1128390990829096,0.9216594581306999,-0.7530539456139552,-0.7738038770694255,77.54497055022226,15.72219360291967,0.20274936322256742,0.23789137985213185,0.8811457962882745,11,0.0045138888888888885,0.0,0.08183343943515249,-0.08780405163798675,0.566639950345591,1.1128390990829096,0.5461991487373186,0,0,0.0,0,0,0.0,1.0456388122303697,0.4737424520777304,4.141906364978467,0.16666666666666666,0.1388888888888889,0.0,0,0.17740512412520223,0,none
17,residential,0,none,1.5133802439473603,1.073570533186455,0.01,5.172735742601097,1.2812003815560038,0.7374013609549142,-0.25307692060824083,145.2845034189466,55.657059510652815,0.3830901288010627,0.11354430514576141,1.04379665677981,20,0.0,0.0,0.05526940216447711,-0.42211805103919847,0.7162237072665844,2.145379320813603,1.4291556135470187,1,4,0.16666666666666666,20,1,20.0,0.7795501780641299,0.30761867499248363,3.708942524283131,0.0,0.1111111111111111,0.03697354682487837,1,0.3757867640814162,1,long_vacation
18,commercial,0,none,3.0790708582733277,3.310080025764447,0.0,10.892451618920036,1.5672005991308797,1.1041710455395142,-0.42295446410951687,295.59080239423946,152.54334480396534,0.5160625535447161,0.09407011382066419,0.7652232690085781,14,0.000925925925925926,0.0,0.03993286648532901,-1.1659375911685332,0.8028062848185009,5.731037747801495,4.928231462982994,24,27,4.0,13,4,4.25,1.1752346347503124,0.6857281673304849,2.7632107281561153,0.05555555555555555,0.2833333333333333,0.030671941302338687,0,0.46518291693619956,1,long_vacation
19,residential,1,night_zeroing,1.2571487282437013,0.9782506159570287,1.966145466236746e-07,3.732131144316619,1.157011639035253,0.3645724635960998,-0.7612242409228989,120.68627791139532,19.891913447412655,0.16482332231004299,0.0020107257133345127,1.0604868994256733,20,0.0,0.0,0.06782799930551536,-0.2937600749295414,0.1905586503405527,1.9736914637700644,1.7831328134295117,0,0,0.0,0,0,0.0,1.093090126722762,0.4561914140127642,3.8661644852121912,0.9888888888888889,0.011111111111111112,0.0,0,0.16225076428019308,0,none
20,residential,0,none,2.0878984485180685,1.2314244360793254,0.2887799437393675,5.619102847632839,1.7339988819539496,0.8220080858681152,-0.36978421598640177,200.43825105773462,32.80929269411545,0.16368778093647013,0.11212192450321258,1.0598436537087486,20,0.0,0.0,0.04479425892702124,-0.4861971916924634,1.0851686467877775,2.9505501781653054,1.865381531377528,0,0,0.0,0,0,0.0,1.088466911100227,0.3905133835344395,3.356421959184043,0.0,0.0,0.0,0,0.15967792153309077,0,none
21,residential,0,none,1.8296162184597924,1.0748223129565064,0.3043948671681497,4.864886247578143,1.5104641477834242,0.8230032523843516,-0.3766615136172784,175.64315697214005,28.84516471223084,0.16422595132801113,0.11300286961133886,1.0608266361495782,20,0.0,0.0,0.04531512240291684,-0.4231270621408014,0.9551856175677181,2.585264036688768,1.63007841912105,0,0,0.0,0,0,0.0,1.088138338704011,0.39060140672676885,3.514902224858532,0.0,0.0,0.0,0,0.160552557177808,0,none
