customer_id,profile,region,contract_type,meter_health,premise_density,synthetic_preset,transformer_id,feeder_id,latitude,longitude,tariff_group,label,theft_type,mean_consumption,std_consumption,min_consumption,max_consumption,median_consumption,skewness,kurtosis,mean_daily_total,std_daily_total,cv_daily,night_day_ratio,zero_measurement_pct,sudden_change_ratio,trend_slope,peak_hour,iqr,weekend_weekday_ratio,peak_offpeak_ratio,morning_noon_ratio,baseload_ratio,load_factor,event_spike_ratio,billing_volatility,rolling_weekly_volatility,anomaly_burst_ratio,temperature_sensitivity,solar_relief_factor,meter_age_years,contract_demand_kw,outage_event_count,tamper_event_count,days_since_last_tamper,tamper_density,transformer_loss_pct,customer_share_of_loss,transformer_peer_count,peer_consumption_ratio,peer_zero_pct_deviation,peer_rank_in_transformer,is_summer_peak,is_ramadan_period,is_bayram_week,seasonal_anomaly_flag,theft_probability,risk_score,risk_category,predicted_theft,est_monthly_loss,priority_index,risk_reason_1,risk_reason_2,risk_reason_3,risk_drivers,risk_summary
1620,mixed_use,metro,time_of_use,healthy,dense,Turkey Urban,TR-031,FD-07,38.27635745507312,40.20836185850122,T2,1,gradual_decrease,5.9007145131447,4.487046275208309,0.0,19.150350879612915,3.760933173832152,0.8870435626974869,-0.5152276416546684,141.6171483154728,36.12897220162235,0.25511721305522006,0.47614324973402705,0.0006944444444444445,0.10303310951609168,-0.6117193539991349,17,6.880481657104274,1.141659975331458,4.2164211209986355,1.9694491950251602,0.27816796057900955,0.30812566031598027,0.05,34.36592230618094,10.162815163100522,0.13333333333333333,0.3042368836393513,0.19893761851952174,8,100.79360684157929,2,12,167,2.0,3.87,2.39,40,0.737,-0.0175,25,1,0,1,0,0.9999,100.0,Urgent,1,504.0,70.04,tamper density reached 2.00 events per month,pattern aligns with gradual decrease,-,tamper density reached 2.00 events per month | pattern aligns with gradual decrease,Urgent risk (100.0%) driven by tamper density reached 2.00 events per month and pattern aligns with gradual decrease.
684,mixed_use,metro,time_of_use,healthy,dense,Turkey Urban,TR-034,FD-07,38.535512203698836,31.457142968165343,T2,1,random_zeros,5.719761075501709,6.081045471801475,0.0,22.263301646154723,3.7844816814472386,0.8891197823492475,-0.5767009451612957,137.27426581204105,25.383449940081498,0.1849104767603563,0.4464914007666705,0.31550925925925927,0.10210696920583469,0.004256611980075406,21,10.866931199391846,1.1298535875721103,4.259112695588962,1.654003452875507,0.0,0.2569143231242376,0.05,23.72291920624911,22.85393021691309,0.17777777777777778,0.2899352096344909,0.01348933005274472,8,88.93647210493889,1,10,20,1.667,4.15,2.12,40,0.748,0.2828,25,0,0,0,0,0.9999,100.0,Urgent,1,489.0,69.89,zero-reading share reached 32%,peer zero-reading deviation is +0.28,tamper density reached 1.67 events per month,zero-reading share reached 32% | peer zero-reading deviation is +0.28 | tamper density reached 1.67 events per month,"Urgent risk (100.0%) driven by zero-reading share reached 32%, peer zero-reading deviation is +0.28, and tamper density reached 1.67 events per month."
990,commercial,coastal,standard,aging,clustered,Turkey Urban,TR-002,FD-01,37.028697285760416,36.637328772605144,T2,1,random_zeros,4.353812677934497,5.412167249991615,0.0,18.922690559940698,1.7211523285032355,0.9433661594231935,-0.7459395394578809,104.49150427042792,21.880077322426615,0.20939575397159754,0.14041100677801915,0.3423611111111111,0.14494095855522113,-0.003075215717276929,18,9.986901438379414,0.8874445127294549,2.4391150846601404,0.5402000687692452,0.0,0.23008422939868123,0.05,22.695601984903064,18.506744019316816,0.18333333333333332,0.3792986513002062,0.06446231659196976,4,77.93125286123647,0,9,49,1.5,2.17,2.01,40,0.875,0.2448,23,0,0,0,0,0.9999,100.0,Urgent,1,372.0,68.72,zero-reading share reached 34%,peer zero-reading deviation is +0.24,tamper density reached 1.50 events per month,zero-reading share reached 34% | peer zero-reading deviation is +0.24 | tamper density reached 1.50 events per month,"Urgent risk (100.0%) driven by zero-reading share reached 34%, peer zero-reading deviation is +0.24, and tamper density reached 1.50 events per month."
501,mixed_use,metro,large_scale,healthy,dense,Turkey Urban,TR-029,FD-06,37.41303967111281,42.08411589714102,T2,1,random_zeros,3.8488596008678577,4.071964475938777,0.0,14.525028070093889,2.5528229990268194,0.8824270932366924,-0.5964066865305919,92.3726304208286,17.463947453299014,0.18905976122847928,0.45543699316842357,0.3108796296296296,0.09701319749942117,0.009940389090917845,17,7.291810701039129,1.0615252454742032,4.383515593701692,1.6347554143946297,0.0,0.26498121584650175,0.05,16.827722275779447,16.305542547115788,0.17777777777777778,0.25739731120036335,0.04436358714668267,8,79.64109223473744,1,9,24,1.5,2.27,2.43,40,0.627,0.2468,25,0,0,0,0,0.9999,100.0,Urgent,1,329.0,68.29,zero-reading share reached 31%,peer zero-reading deviation is +0.25,tamper density reached 1.50 events per month,zero-reading share reached 31% | peer zero-reading deviation is +0.25 | tamper density reached 1.50 events per month,"Urgent risk (100.0%) driven by zero-reading share reached 31%, peer zero-reading deviation is +0.25, and tamper density reached 1.50 events per month."
1395,residential,metro,time_of_use,aging,dense,Turkey Urban,TR-021,FD-05,36.80442439801911,30.5759924181215,T1,1,intermittent_bypass,3.7475465021913115,3.8515738053602497,0.0,13.378384781685169,1.7311793549113867,0.8594637912440344,-0.9170620022785609,89.94111605259148,28.57376572257905,0.31769414227297454,0.4762832427602464,0.02662037037037037,0.13035424866867332,-0.007970846653058595,19,7.063045383042109,1.0754606010996992,7.601167536857093,4.847895919086172,0.09281776893975141,0.2801195032542686,0.05,27.68604769573483,25.104880971399567,0.16111111111111112,0.2588156776656649,0.1693039700167857,12,38.38103193990925,0,7,11,1.167,2.76,1.5,40,1.288,0.0053,19,0,0,0,0,0.9999,100.0,Urgent,1,256.0,67.56,pattern aligns with intermittent bypass,tamper density reached 1.17 events per month,weekly volatility reached 25.10,pattern aligns with intermittent bypass | tamper density reached 1.17 events per month | weekly volatility reached 25.10,"Urgent risk (100.0%) driven by pattern aligns with intermittent bypass, tamper density reached 1.17 events per month, and weekly volatility reached 25.10."
1958,commercial,metro,time_of_use,aging,dense,Turkey Urban,TR-041,FD-09,39.96428324983366,42.32067671537921,T2,1,random_zeros,2.881864783626844,3.583218293028982,0.0,12.90858663208688,1.1208066192270403,0.9543686399609124,-0.7015847529021895,69.16475480704426,16.35113682125942,0.23640851275352187,0.1479460880612177,0.34675925925925927,0.13382727483213708,0.0025116968110890717,16,6.661271902111954,0.8758229072839961,2.2831545565582303,0.5372411179259057,0.0,0.22325176748869419,0.05,16.817411753112346,13.577232216828628,0.15,0.41390154893133274,0.13147080889045884,10,72.94055101665762,1,6,160,1.0,3.95,1.06,40,0.638,0.2785,5,0,0,0,0,0.9999,100.0,Urgent,1,246.0,67.46,zero-reading share reached 35%,peer zero-reading deviation is +0.28,pattern aligns with random zeros,zero-reading share reached 35% | peer zero-reading deviation is +0.28 | pattern aligns with random zeros,"Urgent risk (100.0%) driven by zero-reading share reached 35%, peer zero-reading deviation is +0.28, and pattern aligns with random zeros."
949,residential,metro,standard,healthy,dense,Turkey Urban,TR-048,FD-10,38.80116669161232,28.288468730026608,T1,1,random_zeros,2.9524938929051174,3.8011339850328354,0.0,12.863567885284196,1.268974804231357,1.1205281722810787,-0.4524952800581392,70.85985342972283,14.154812528773395,0.19975785782303704,0.48652114586465484,0.30925925925925923,0.1535077564250984,-0.015780652679857166,18,6.798326972060533,1.0579941702580187,6.813843015749529,4.373781519917032,0.0,0.22952371511075914,0.05,13.798140821997942,12.075721893811382,0.16666666666666666,0.3603894650383971,0.03118897671316019,10,38.902281076719404,0,8,159,1.333,3.63,1.31,40,0.959,0.251,7,0,0,0,0,0.9999,100.0,Urgent,1,202.0,67.02,zero-reading share reached 31%,peer zero-reading deviation is +0.25,tamper density reached 1.33 events per month,zero-reading share reached 31% | peer zero-reading deviation is +0.25 | tamper density reached 1.33 events per month,"Urgent risk (100.0%) driven by zero-reading share reached 31%, peer zero-reading deviation is +0.25, and tamper density reached 1.33 events per month."
381,residential,metro,standard,aging,dense,Turkey Urban,TR-016,FD-04,38.34177021494904,28.801248996832896,T1,1,intermittent_bypass,2.9277334152256973,3.090847673920864,0.0,10.77222136446886,1.2781387190543851,0.8595260525330555,-0.987796133402425,70.26560196541674,27.01271290816173,0.38443722317518114,0.46725544726441653,0.02175925925925926,0.13382727483213708,0.024071106580632416,21,5.660302485642097,1.0033403965470709,7.444099938188751,4.234086024720593,0.06579219533722484,0.27178548541201447,0.05,26.264864631522897,22.904336272196037,0.12222222222222222,0.27010702346560056,0.0589031501905694,2,48.025029591330174,0,6,113,1.0,2.38,1.41,40,0.985,0.0107,10,1,0,0,1,0.9999,100.0,Urgent,1,200.0,67.0,pattern aligns with intermittent bypass,weekly volatility reached 22.90,tamper density reached 1.00 events per month,pattern aligns with intermittent bypass | weekly volatility reached 22.90 | tamper density reached 1.00 events per month,"Urgent risk (100.0%) driven by pattern aligns with intermittent bypass, weekly volatility reached 22.90, and tamper density reached 1.00 events per month."
460,residential,metro,time_of_use,healthy,dense,Turkey Urban,TR-024,FD-05,37.54723394676755,40.363289356399356,T1,1,random_zeros,2.6685356921632377,3.413593976265089,0.0,11.466369452445399,1.088654788884837,1.084285050622855,-0.548142191577234,64.04485661191771,12.497346127324361,0.19513426661411973,0.48567862245300636,0.2949074074074074,0.16925214169946748,-0.017016875171943946,21,6.36341172259065,1.1280639619420816,7.346412541675142,4.685034588252318,0.0,0.23272716799360194,0.05,11.766140105347256,11.060151132280113,0.16111111111111112,0.31036853200719733,0.1198280874403228,9,47.08527523036756,0,5,57,0.833,2.77,1.02,40,0.844,0.2708,6,0,1,0,0,0.9999,100.0,Urgent,1,183.0,66.83,zero-reading share reached 29%,peer zero-reading deviation is +0.27,pattern aligns with random zeros,zero-reading share reached 29% | peer zero-reading deviation is +0.27 | pattern aligns with random zeros,"Urgent risk (100.0%) driven by zero-reading share reached 29%, peer zero-reading deviation is +0.27, and pattern aligns with random zeros."
1636,residential,metro,standard,tampered,dense,Turkey Urban,TR-008,FD-02,38.995777895975856,33.33961061903328,T1,1,intermittent_bypass,2.419431202198962,2.524573141861165,0.0,9.571679677805703,1.1212799960678401,0.8711921339781756,-0.9054659704412087,58.06634885277508,20.042026015135523,0.345157331357267,0.499557343451881,0.028703703703703703,0.13336420467700857,-0.0030823668437311553,18,4.569654312553144,1.2322431322140406,7.251993644245274,5.114274270547981,0.07638442296332579,0.25276976258214234,0.05,19.20180542399326,18.0317010309674,0.16111111111111112,0.18785741929841504,0.238762133364347,3,36.38914593815691,1,13,139,2.167,3.19,1.06,40,0.786,0.0149,5,0,0,0,0,0.9999,100.0,Urgent,1,165.0,66.65,tamper density reached 2.17 events per month,pattern aligns with intermittent bypass,zero-reading share reached 3%,tamper density reached 2.17 events per month | pattern aligns with intermittent bypass | zero-reading share reached 3%,"Urgent risk (100.0%) driven by tamper density reached 2.17 events per month, pattern aligns with intermittent bypass, and zero-reading share reached 3%."
